Albedo_inst,AvgSurfT_inst,CanopInt_inst,ECanop_tavg,ESoil_tavg,Evap_tavg,LWdown_f_tavg,Lwnet_tavg,PotEvap_tavg,Psurf_f_inst,Qair_f_inst,Qg_tavg,Qh_tavg,Qle_tavg,Qs_acc,Qsb_acc,Qsm_acc,Rainf_f_tavg,Rainf_tavg,RootMoist_inst,SWE_inst,SWdown_f_tavg,SnowDepth_inst,Snowf_tavg,SoilMoi0_10cm_inst,SoilMoi100_200cm_inst,SoilMoi10_40cm_inst,SoilMoi40_100cm_inst,SoilTMP0_10cm_inst,SoilTMP100_200cm_inst,SoilTMP10_40cm_inst,SoilTMP40_100cm_inst,Swnet_tavg,Tair_f_inst,Tveg_tavg,Wind_f_inst,county_name_encoded,evap_moist_interact,soil_evap_ratio,temp_gradient,wind_moist_interact,year_trend,temp_pca1,temp_pca2
0.05990839269114744,-1.1263006169934182,1.5419557574076956,1.8909511814890898,-1.4706921531292751,0.07286835937697,-0.9648822218867383,0.7648522023951745,-1.135100497899285,-0.5332447404691876,-0.46347076949966665,-0.32717800454169593,-0.4715841265912252,0.09856368015749976,1.6546834892675055,-0.5491458310546139,0.3925862558187247,0.8935073481083888,0.6222606920695606,2.85808041327022,0.06400800170532167,-0.8335262556408104,0.2494105570214466,1.3033208158867553,0.7108799820389479,-0.08880673981181904,0.21880487646559246,0.5019502344488674,-1.6380712035176468,-2.02657843851031,-2.3001451594837143,-2.2396035177153353,-0.7678043848549859,-1.0153068358680708,0.28863520975368784,-1.0248464945155131,,-1.217362150284432,-1.7241874212605923,1.451714804628102,-0.6945602459672974,-1.2681281391158432,-1.80194532750233,1.8481788241429609
-0.13638860901996763,-0.6470882133709753,0.19788383347951413,-0.09939500088059035,-1.4117008819683758,-1.5286199204238398,-0.802529149545921,-0.29278680700575244,0.4267296905290489,-0.5265652139671417,-1.299999467019769,-1.084834864095296,1.5667902675661007,-1.5197719955613025,-0.4229051106919211,-0.649082981821754,0.03625160017726839,-1.5865331863174517,-1.9701237007376942,0.023489454664594872,-0.03489012004775535,0.06077884752287732,0.25367510004835825,0.6383111519495811,-0.971512522877978,-2.1615167874470087,-1.4149812388050582,-1.2182892882479692,-1.1120809572142996,-1.3361702166256144,-1.5662160946458072,-1.5180662627960526,0.11779445562848981,-0.7969627915344775,-1.2224744036505333,-1.048675731285252,,-1.4910549331140666,-1.2282463253835407,1.0972258775239676,-2.0383965938563784,-0.39325269007378183,-1.2156086981181853,1.246542024309824
-0.2299339452998852,-0.2672321841751892,-0.3063403805992188,0.942246901380006,-1.1188456680509886,0.5224402955260857,0.4245762205378764,1.2688041760415545,0.05471608791339502,-0.7033071218999641,-0.5961413231658957,0.10889469172582682,-0.7260151183643616,0.5093786166268721,-0.3243293236946331,-0.6147825968201672,0.002609731492766863,-0.1061061484395581,0.3053631880283844,1.9517931589932276,0.7140186257301115,-1.742864907735719,0.7289086013614008,-1.4489915636287265,-0.3268320493071843,-1.1045076824566298,-0.2965799695384344,0.23986471831841086,-0.04807664235700214,-0.28698064553203134,-0.25109581715425855,-0.26842015056939184,-0.811019274821633,0.06327623781240037,1.3494786493898496,-1.7875869357884717,,-1.1320463523059654,-1.4232010965103061,0.047560557154689286,-1.7477282342062492,0.13167257935145493,-0.1833049297650623,0.2983031779025799
-1.3738369181746748,0.7889676447250638,-1.2035468233187594,-0.1034389116931807,-0.9281663891012886,0.22086479039656667,0.91654653881543,0.18361682250871528,0.024178994515265558,-0.7657854982830318,0.3233064534039556,-0.4863622066946927,0.5900836484146506,0.2134388613390987,-0.9603612199487871,-0.6209455975580763,-1.081426648904067,-0.275389589678674,-0.019172296257911406,1.294578474286867,-0.6479816739378634,-0.39853733862855406,-0.8819652737755102,-0.990727457349771,-0.9117662789608536,-1.1454992882171493,-0.8891226078971546,-0.5553579843248028,0.44705911884012334,-0.09926731345184371,-0.029432344193957537,-0.0182294937897844,0.672224830130366,0.6631043550146799,1.2686380749205173,-1.9021512599013162,,-1.0124986457629517,-1.1322881542399141,1.3091613646254916,-1.831395279041693,0.48162275896827944,0.30095762564783995,1.3965443446467252
0.9118679580943532,-2.0527713679204913,1.153274341221609,-0.018691420879158673,-1.6717698658642062,-0.6378141560631748,-1.5399311807714933,1.4657634598338065,-1.0778213755765147,-0.5165786894986604,-1.1459149267551778,-1.1124507668389418,-0.25472390957208896,-0.5892572571370325,0.013149705745246125,-0.6902707748745858,1.0568407729359433,-0.6043459367491072,-1.1442535175279533,0.6926564878643896,1.026712810320439,-1.5762800056831698,1.3182365761467523,1.5869604969545976,0.33815524032960625,-2.094922047013014,-0.6038602816214372,-0.9902718849485302,-2.3725021152290453,-1.9894280305761802,-2.5081767611246506,-2.341777606449945,-1.5885605037582247,-1.8412670771239659,-0.04047155115943767,-2.0877868159136788,,-1.629890214404569,-1.818761331789967,0.03601356321325681,-2.4615621299544896,0.6565978487766917,-2.2789167528885876,0.3769495680570151
0.8731498918986728,-2.757657721163801,-0.022600542586068435,0.2999982504148998,-1.6908094536166982,-0.4355191057678007,-2.568230598020756,0.8521725146469685,-1.0282886466834624,-0.7085103869945655,-1.3311112343102238,-0.619136448463142,-0.16933338317504515,-0.4012408890382984,1.4191992304641867,-0.6863762089910506,1.2592760178556057,0.12152875862198288,-0.24869790453777926,1.212484763159404,0.9120639081046151,-0.41122738651883467,1.6592428781218804,1.3147927588443116,-0.24070326547188284,-2.03465980481039,-0.1299573810093357,-0.33619661094173153,-2.686024325821907,-2.806562213719284,-2.87992059306189,-2.8335278781087543,-0.973716283379709,-2.617947230064821,0.2921172184046968,-1.6688335894115747,,-1.633174186145189,-1.8848020849050615,0.2535924457142456,-2.237934017774624,0.831572938585104,-2.878422973706101,0.1809182959776221
-0.3175172215504394,-0.3616424910733889,0.32673150580082694,-0.4161923450047945,-1.3317163563567305,-0.44486560648315554,-0.33581658568142525,0.2755477452653769,0.03805498647213168,-0.6630483022224111,-0.6912041965870299,0.14997017870490362,0.43306424741773725,-0.448404695291415,0.2668065428112753,-0.6750774087948153,-0.012641845757708482,-0.9511362141723791,-0.9484255016557773,1.2671504266158335,-0.04381296382613281,-0.7451576951243323,-0.2586967303002482,-0.411417302721234,-0.46369689641756673,-2.103995998316444,0.10702541338550553,-0.22130686124914772,-0.6989311054606447,-1.1664249483683407,-1.1939085703966956,-1.2128477329117449,-0.10618147895224109,-0.2834942262674683,0.6743636322025861,-1.3497248907283514,,-1.436418496994462,-1.4366708676504811,1.2559182328105,-2.1362661923873634,1.1815231182019286,-0.8574458373455344,1.4911600943573076
-0.5411532803424708,-0.8950341024542284,-0.03825918246377746,-0.3579287879926538,-1.1742595305859058,-0.3337919544612444,-1.1291355206321243,0.23695820706110596,-0.36816665201536714,-0.6569883735376365,-1.1595248015879733,-0.9183343175766122,0.38763490622974855,-0.33111903364114054,0.1555675162313955,-0.5540047956392861,0.6177768865997741,-0.34367769054334774,-0.21318091896535352,1.723141907031826,0.12368748173518679,-0.8589681569675846,-0.08845094359959449,-0.5905903733592459,-0.3444225507053228,-1.5979306156775333,0.505627772758062,0.07758727402004326,-1.1389393835890393,-1.1488173514722035,-1.3540008601671911,-1.263172198665352,-0.0713163110205076,-0.8545122689260845,0.6290514732707281,-1.3978659145544534,,-1.2566202782283034,-1.271937513552748,0.4466548898581968,-1.8467439646351158,1.3564982080103407,-1.1577458706797208,0.5834331753524861
-0.07490003885883376,-1.2799440087268767,-0.7488912699579737,-0.6291756363232103,-1.4780072573869818,-0.6946030023835666,-1.475073664029205,0.09248945813774216,-0.5642062127501348,-0.3450654609649422,-0.6559563490319028,-0.6854755057575456,0.840088868171325,-0.6492575638002895,1.2181925035400063,-0.6696874947562036,0.41759948099185945,-1.0039217712228512,-1.702793163138992,1.4509460322425112,-0.12757687770212683,0.5779054827119724,0.07750750433477431,1.9604976045814764,-0.7231356286206675,-0.9471043763686463,-0.8131069538556278,-0.40471459348596955,-1.918647909004248,-2.8887660998494744,-2.680945335629022,-2.7304616768682024,0.16445499478980516,-1.3882332426020643,-0.05058679968197243,-1.4989820574832757,,-1.3495566811477786,-1.557870957366466,2.546770670705231,-1.500910753045174,1.531473297818753,-2.242623736648362,2.4947363468650705
-0.2959661694930767,1.0422837267419303,-1.040306456541914,-0.29201813386053294,-0.8168976511820317,-1.5222995827062316,0.2510466948517559,-1.3936795112423872,0.3920970435502235,0.6918309356395189,-0.09315786583647276,3.310557343500981,0.4177285233805318,-1.5368335316623511,0.5220430885793551,0.7012074070688163,-0.25346113866675735,0.001718111921099337,0.08758533920295235,-2.3213655904408843,-0.39100157615721093,-1.0053869115940284,-0.2836485226356741,-0.2923926513982093,-2.382943838718013,-1.6760041598456603,-1.8034686147438814,-1.3212743567231557,1.232082686564906,1.634642264990103,1.58244622624413,1.7052200117249439,-0.2778827514358757,0.9320361740343835,-1.382253358688752,0.04622689306557143,,-1.0509356777325845,-0.37550237446595686,-0.9747076655560418,-1.200958725971012,-1.6180783187326677,1.4135294130971348,-1.1160992852208245
