fips,county_name,Albedo_inst,AvgSurfT_inst,CanopInt_inst,ECanop_tavg,ESoil_tavg,Evap_tavg,LWdown_f_tavg,Lwnet_tavg,PotEvap_tavg,Psurf_f_inst,Qair_f_inst,Qg_tavg,Qh_tavg,Qle_tavg,Qs_acc,Qsb_acc,Qsm_acc,Rainf_f_tavg,Rainf_tavg,RootMoist_inst,SWE_inst,SWdown_f_tavg,SnowDepth_inst,Snowf_tavg,SoilMoi0_10cm_inst,SoilMoi100_200cm_inst,SoilMoi10_40cm_inst,SoilMoi40_100cm_inst,SoilTMP0_10cm_inst,SoilTMP100_200cm_inst,SoilTMP10_40cm_inst,SoilTMP40_100cm_inst,Swnet_tavg,Tair_f_inst,Tveg_tavg,Wind_f_inst,year,month,corn_production_bu,corn_production_from_prod_file,target_yield_bu_ac,target_harvested_acres,dist_km_ethanol,nearest_ethanol,diesel_usd_gal
27073,Lac qui Parle,45.62861735988132,268.9015015134436,0.1704204150169598,0.0940852999638175,4.831143055393097,4.656391692953585e-06,259.4582954084978,-35.64868715709771,19.939335401663463,98048.65703973432,0.0030374333949359,6.535604725551256,-7.689608951869965,12.644099874381736,0.0033698698378582,3.87294594789279e-05,0.1312338310595815,1.767320809706432e-05,7.657358186151683e-06,143.1370686104978,12.52301225028217,93.1773644183377,0.0985673843722843,1.0015352729514252e-05,31.4604440577117,247.6233885703696,54.81519410497698,56.86154115406786,268.82636474368263,274.86739692975726,268.4644917151692,269.6325520710818,50.66545159674845,269.78421307239125,0.0007946570158443,4.537588608227511,2000,2,21127500.0,21127500.0,,,109.68232680775677,"Bushmills Ethanol - Atwater, MN",2.3985106158602107
27153,Todd,56.14867720988818,265.5902728333275,0.2061976182751065,0.0782371115039347,2.168450136971288,3.1220905013605767e-06,249.60073627096585,-31.66455059613748,11.766010377794386,96496.647402005,0.0025977696711634,4.210997424995242,-7.623314790285186,8.668520964216192,0.061693484738577,2.8247152434675e-05,0.1791084146572207,1.7108716710673157e-05,5.744184090759367e-06,149.30246796406843,25.655459038401823,94.18026502124242,0.1918563643745827,1.136458789068995e-05,26.615615162212144,210.63814824062692,51.440094593533374,71.24690596272598,266.9714248385053,274.4161292718242,267.7906319719545,268.883070185607,41.925468741034976,266.85366667153755,4.5019839846655054e-05,4.124489003984765,2000,2,6457500.0,6457500.0,,,104.92735309985363,"Bushmills Ethanol - Atwater, MN",2.3985106158602107
27001,Aitkin,50.24483812668563,264.9701038858204,0.1752153405061717,0.1027080770638881,2.6793269207167305,4.0157187990364856e-06,243.17830469424555,-34.681886720840616,12.448203321170162,97173.3097001212,0.0025478798561739,1.4807848071946197,-6.052594662970567,11.087046424075153,0.0879759622253302,0.0007084941989579,0.1950625447395685,1.61961333504067e-05,6.343402450483122e-06,365.7198242592508,36.83087143495791,92.61969511570516,0.2330727336012134,9.852572475094102e-06,28.197268384402506,242.1534244886421,68.24404204207828,135.14863382760015,267.4890186886379,273.97880775117693,268.9368515754265,270.2744432912924,46.62334045003801,266.5555299213091,8.12963342909818e-06,3.688226089938181,2000,2,0.0,,,,195.80355917099357,"Bushmills Ethanol - Atwater, MN",2.3985106158602107
27057,Hubbard,48.49191364469608,264.91466130949,0.2106052565157705,0.0959901992358251,2.421774339601112,3.46833341829146e-06,244.7625181842364,-32.90182127739993,12.108203975184136,96200.81227459737,0.0025249698518411,1.6732978178641018,-1.1964012596914957,9.608082300811413,0.1201625314385381,1.0033479942340182e-05,0.1783265865847868,1.5784503911251346e-05,4.975316751926406e-06,280.8536718196886,29.92638101294113,92.84509016632902,0.2035479858744947,1.08086923838907e-05,24.75124598323637,201.96168426969763,59.07085442818625,101.75564930263432,266.85885483176185,273.35454441590895,268.0661210916164,269.21488606788176,48.109216680485154,266.12713390603017,0.0,3.6015519839882595,2000,2,1155000.0,1155000.0,,,220.2301115412772,"Bushmills Ethanol - Atwater, MN",2.3985106158602107
27063,Jackson,50.09112819984216,269.4414180153358,0.1990661494508226,0.2789894458531375,5.146278486074553,5.504397704103876e-06,262.57015210344593,-35.01063026931921,23.5697905446218,96533.97060193696,0.0033047545522681,6.99230211744756,-12.584458599948825,14.971910429342236,0.0038291680966723,0.0010002548059571,0.1520261124608473,1.9361427733360788e-05,7.560868529194822e-06,164.0429920380513,15.187013848940474,97.72806225749768,0.0993573737262974,1.1800006729478224e-05,29.64963634261668,286.6747010196266,57.80905998465072,76.58420082203197,269.2749217513736,274.9860247299799,268.87845830099604,269.89436835537373,48.70220029187472,270.7141260889913,0.0032822504093025,4.948825534008343,2000,2,25997400.0,25997400.0,,,56.05994079275822,"Green Plains - Fairmont, MN",2.3985106158602107
27121,Pope,55.46732617999014,266.5985019773309,0.1728777229622243,0.0665707281323698,3.006989726898256,3.790023704053138e-06,253.79230637031657,-31.72792277274744,15.12844984473675,97267.34880098813,0.0026820022165655,4.9727160162145845,-9.750240066097527,10.432657553258062,0.0067111367224125,6.569438548889907e-05,0.1642607378127273,1.8847201332626665e-05,6.925280027579727e-06,144.79757636851707,20.849391099807303,93.8548181304284,0.1642423263748284,1.192157423994126e-05,29.15425647985092,226.12250298901137,52.47132430771172,63.17203073131969,267.2577648299044,274.26438576126327,267.44496493301045,268.7407090665827,41.89860177374004,267.7279049960152,0.0001083117418305,4.451929656177159,2000,2,13984200.0,13984200.0,,,72.01623480832966,"Bushmills Ethanol - Atwater, MN",2.3985106158602107
27133,Rock,42.564482016716994,270.3240586355519,0.2743742778451977,0.9766353859704868,7.152185435362863,7.033217658361557e-06,261.1117806722735,-40.13800133309778,30.534524630249354,96142.50795370244,0.0034019042976269,6.5152086412258505,-11.275719031168078,18.977223473044223,0.002218820022745,0.0001646151996264,0.1137518540320808,1.7771079349257474e-05,7.732755853345145e-06,169.92528161045874,9.92200786019483,100.09854768449335,0.0623087003945086,1.0037862191050977e-05,32.41115305298778,292.84186218913806,62.18695739889691,75.3270484141396,270.06141555061583,274.8329857021555,269.46130664634063,270.6027646298611,57.6223712993588,271.5522638591804,0.02827619755089,4.929491701798985,2000,2,19718400.0,19718400.0,,,144.3535586308556,"Green Plains - Fairmont, MN",2.3985106158602107
27161,Waseca,60.93887830894423,268.3379535246308,0.2125856948081018,0.085137900429665,3.804248853534045,3.619287085986264e-06,261.5924853506822,-31.44683948995169,14.762086565679946,97789.42589736477,0.003151610885578,6.251972427475078,-14.802019178069472,9.83946612692551,0.0134995635428889,0.0014654669754572,0.2196623517342039,2.215802805907283e-05,1.004959695650327e-05,206.01683093182496,27.478630409008574,97.4839778523848,0.170815251846243,1.2108032923976554e-05,34.473561380368714,273.0559922714156,72.5403161527566,99.0029769381699,268.95164537451416,274.711280786306,269.3267301146072,270.33634386495606,38.93774030376145,269.7584613640182,0.0003318375238972,4.627949607925377,2000,2,16337400.0,16337400.0,,,14.648044174778216,"Guardian Energy - Janesville, MN",2.3985106158602107
27033,Cottonwood,51.2729159646404,269.11528717840685,0.2000303897364407,0.2072690647188128,4.903958431480005,4.998042761330313e-06,262.92409879881103,-33.38506028259156,20.97315444174608,96935.69199371754,0.0032313146353706,6.684084667092776,-12.936509989952048,13.585185084012714,0.0033715334666742,0.0005669028199002,0.1512315664034511,1.8472871621410165e-05,7.473200344855114e-06,151.40631886856366,16.11615737631693,92.26559120212204,0.1075221900483085,1.0999450955417954e-05,31.43705323432531,289.087277967318,53.57954664636331,66.38968046261803,269.003125967355,275.16230419635207,268.71209389868585,270.02799638805766,45.01065295123578,270.3783296824805,0.0017185817856065,4.842021504960683,2000,2,24052600.0,24052600.0,,,71.45571921625864,"Green Plains - Fairmont, MN",2.3985106158602107
27071,Koochiching,45.33733726405408,263.93022395014737,0.2447035258568451,0.1733639859951366,2.479977003166179,4.125660376500426e-06,234.85348773022912,-37.67685819888774,12.722020909163811,97197.01427333854,0.002364346602147,-2.4210844525425763,1.957522462555916,11.387297110560834,0.1063670764901436,0.0006252445409001,0.1639810791125473,1.2271565349329585e-05,4.888458937811847e-06,550.3168198449471,39.25296172631335,96.89617736710912,0.2413432726805854,7.382717213415488e-06,32.759613152072205,281.3661827433308,82.50134236442535,163.91454438088934,266.4780990726203,274.03295708192866,268.05413944694425,269.86028144013954,53.13789813945365,265.17384988997065,0.0,3.3587984304322505,2000,2,0.0,,,,354.8217766236807,"Bushmills Ethanol - Atwater, MN",2.3985106158602107
